1.0e-11 1.0e-12 1.0e-17 0.9655448382808987 0.48838852010917444 0.0 -1.50001741620969 1.901109735892602e-7 32 32 5.0e-5 1
1 1 -1.000301239640832 -0.001939925314077158 -0.0008908329252765837 -1.0075534184865778
1 2 -1.0003010907151482 -0.001939625981580456 -0.0008910672673139963 -1.007554477102211
1 3 -1.0003009637856497 -0.0019393883395291771 -0.0008912469309533933 -1.007555362160125
1 4 -1.000300863759426 -0.0019392216111328595 -0.0008913650600678463 -1.0075560393454703
1 5 -1.0003007945370432 -0.00193913223090563 -0.0008914171631574301 -1.0075564827407564
1 6 -1.0003007589068513 -0.0019391240695513289 -0.0008914018516266598 -1.007556673709827
1 7 -1.0003007583181494 -0.0019391973191311793 -0.0008913197157414582 -1.0075566057705112
1 8 -1.0003007929180798 -0.0019393494452793194 -0.000891174435077178 -1.007556280607182
1 9 -1.0003008614694202 -0.0019395747134261555 -0.0008909719247970037 -1.0075557105522441
1 10 -1.0003009613995297 -0.0019398645467281947 -0.0008907202377641011 -1.0075549173076854
1 11 -1.0003010888786823 -0.0019402077384877126 -0.000890429089444633 -1.0075539316481479
1 12 -1.0003012389819796 -0.0019405910271841102 -0.0008901096441410684 -1.0075527917440328
1 13 -1.0003014058832977 -0.0019409996429460275 -0.0008897741134522506 -1.007551541355221
1 14 -1.0003015830548236 -0.0019414175781506048 -0.000889434934861687 -1.0075502295395227
1 15 -1.0003017635798173 -0.0019418286476323066 -0.0008891048433620314 -1.0075489068947547
1 16 -1.0003019404153246 -0.0019422169507798117 -0.0008887962137596345 -1.0075476243986121
1 17 -1.0003021066736477 -0.0019425674539905902 -0.0008885205781607767 -1.0075464315876652
1 18 -1.0003022558883785 -0.001942866482049581 -0.000888288105313147 -1.0075453749599959
1 19 -1.0003023823463417 -0.0019431028964581936 -0.0008881080262329499 -1.0075444935845848
1 20 -1.0003024811705474 -0.0019432672885964322 -0.000887986814127448 -1.0075438228214
1 21 -1.0003025486694421 -0.001943353808589016 -0.0008879297045478268 -1.0075433866537074
1 22 -1.0003025823211242 -0.0019433590625867838 -0.0008879388983471603 -1.0075432023931834
1 23 -1.0003025809491337 -0.001943283042467275 -0.0008880144262691848 -1.0075432766639145
1 24 -1.0003025447411393 -0.0019431290352759697 -0.0008881540095767428 -1.007543605326509
1 25 -1.0003024751409861 -0.0019429027139319299 -0.0008883521864678667 -1.007544177087018
1 26 -1.0003023749227213 -0.0019426131931530237 -0.0008886020142160213 -1.00754496830797
1 27 -1.0003022479281476 -0.0019422713498833098 -0.0008888937213669481 -1.0075459497215986
1 28 -1.0003020990153813 -0.0019418902936504708 -0.0008892161258570015 -1.0075470836639773
1 29 -1.0003019338438026 -0.0019414845945430973 -0.00088955672997101 -1.0075483265754097
1 30 -1.000301758665002 -0.0019410696946245175 -0.000889902180039803 -1.007549631123023
1 31 -1.0003015800788095 -0.0019406611987797342 -0.000890238643454642 -1.007550948298275
1 32 -1.0003014048561323 -0.0019402748211567256 -0.0008905530224661075 -1.0075522270824715
2 1 -1.0003013946795138 -0.0019396481188682518 -0.0008923930766980247 -1.0075534998500342
2 2 -1.0003012458369487 -0.001939348847625368 -0.0008926276950226518 -1.0075545586311234
2 3 -1.000301119020127 -0.0019391114662438977 -0.0008928077663706108 -1.0075554430294287
2 4 -1.0003010190973498 -0.0019389448860736257 -0.0008929260526807709 -1.0075561199973848
2 5 -1.0003009500076478 -0.0019388559069090003 -0.0008929785071212914 -1.0075565621069993
2 6 -1.0003009144750574 -0.001938847860840402 -0.0008929630938689899 -1.0075567529653613
2 7 -1.0003009139857928 -0.0019389212915380438 -0.0008928808394889717 -1.007556684631102
2 8 -1.0003009486893606 -0.0019390737194511004 -0.0008927355001873803 -1.007556358469397
2 9 -1.000301017315662 -0.0019392991360684744 -0.0008925326782157301 -1.0075557880211723
2 10 -1.0003011172976133 -0.0019395890408153028 -0.0008922805349407413 -1.0075549945819797
2 11 -1.0003012448152515 -0.001939932316337918 -0.0008919889193948719 -1.0075540086649943
2 12 -1.0003013949406463 -0.0019403156923397521 -0.0008916690039121961 -1.007552868392167
2 13 -1.0003015618378726 -0.0019407243207163482 -0.0008913329260666671 -1.007551617810303
2 14 -1.0003017389748166 -0.001941142143949655 -0.0008909930886691667 -1.0075503062959894
2 15 -1.0003019194642737 -0.0019415532376963994 -0.0008906625589217981 -1.0075489832860054
2 16 -1.0003020962329903 -0.001941941415977933 -0.0008903533870448884 -1.0075477010172906
2 17 -1.0003022624061617 -0.001942291746963345 -0.0008900772409373821 -1.007546508555169
2 18 -1.00030241154438 -0.0019425907691371042 -0.0008898445590956736 -1.0075454515404485
2 19 -1.000302537877177 -0.0019428268065478256 -0.000889663935732322 -1.0075445713757216
2 20 -1.0003026366071004 -0.0019429911343259664 -0.0008895426665085928 -1.0075439004667763
2 21 -1.0003027039889223 -0.001943077396040733 -0.0008894853781267529 -1.0075434649730282
2 22 -1.0003027375251565 -0.0019430823795916227 -0.0008894944863677007 -1.0075432814960672
2 23 -1.0003027360539185 -0.0019430061838623747 -0.0008895701386032021 -1.0075433561498892
2 24 -1.0003026997459874 -0.001942851911960049 -0.0008897098251797426 -1.0075436856575406
2 25 -1.0003026300787998 -0.0019426255159396071 -0.0008899084010106561 -1.007544257497647
2 26 -1.000302529799835 -0.0019423358519872935 -0.0008901585955586684 -1.0075450491659836
2 27 -1.0003024027670624 -0.0019419939229622589 -0.0008904507685979163 -1.0075460308888828
2 28 -1.0003022538386628 -0.001941612835254856 -0.00089077371023179 -1.0075471649583554
