t q1 q2 q3 p1 p2 p3 Phi11 Phi12 Phi13 Phi14 Phi15 Phi16 Phi21 Phi22 Phi23 Phi24 Phi25 Phi26 Phi31 Phi32 Phi33 Phi34 Phi35 Phi36 Phi41 Phi42 Phi43 Phi44 Phi45 Phi46 Phi51 Phi52 Phi53 Phi54 Phi55 Phi56 Phi61 Phi62 Phi63 Phi64 Phi65 Phi66
0.3257994713165847 -1.0021761142313224 0.0016308981428327031 0.004340671587693697 0.000248772405597415 -0.9978207734490926 -0.003409005285923786 1.0289197297492876 -0.33541883193184946 -0.07951632471891858 0.5124830556017035 -0.06708749231783562 -0.5204936500676951 0.2955453000283737 0.8396036012204381 0.009057593032777747 -0.11772797383522075 -0.6504851893775263 0.08340059464584434 -0.07228226040931957 0.03412104236136789 1.0333136231992204 -0.46366686389047485 0.24722701087391746 0.21586924213053565 0.3174585412487489 -0.10530850555556708 -0.008873827096566035 1.028716961728091 -0.32498480237491345 -0.08680703522791443 0.10219518191649304 0.29679580394467525 0.001530781875826578 0.3057858925793746 0.8390722298854444 0.01915657031995075 -0.007907392531325861 0.004296277526540805 0.32940682797574694 -0.07590418163680274 0.046061780648506086 1.0343221344107232
0.36984579027424497 -1.0020883100292741 0.001816577240921628 0.004180376326311029 0.00028891611633679324 -0.9980190562893441 -0.0038695359687939052 1.037229271300971 -0.38444476377077597 -0.10446792474378379 0.5845792784580625 -0.09430226515738774 -0.6140598212996352 0.3256178004355992 0.7956480502439303 0.013249763329694283 -0.15369590920632276 -0.7226668827753107 0.10745637983953261 -0.09228502498291975 0.0502939395559861 1.043631967716028 -0.5284223826445561 0.3251333992915634 0.25320891201595047 0.35765691369413655 -0.13548644209004052 -0.01333905066007338 1.0368881319493828 -0.3702279061818721 -0.11700790045126927 0.13018452725765167 0.3276913098358611 0.0025709347661490916 0.3395761103334232 0.7949569476709056 0.028514101784725132 -0.011483939845041598 0.007232537658227169 0.37519907959265497 -0.09834330616923201 0.06916211386377921 1.0452627413175366
0.4136456395176232 -1.0019913722883127 0.001987863794081441 0.004000853386672928 0.00033105485860082846 -0.9982459772694369 -0.004328007122793248 1.0464827334372995 -0.4349512259155485 -0.133588897874436 0.6571722285546542 -0.13004099391410706 -0.7176064857684975 0.35181366665731933 0.7476862948253834 0.018534790884814974 -0.1951238005208927 -0.7881682896899441 0.13436340668575883 -0.11421727426315395 0.07100053421283381 1.055601399619024 -0.5936748782230382 0.4167171403164742 0.2940189769189046 0.39660762494806295 -0.16923873555744418 -0.01924648050918768 1.0459380575760613 -0.4168937214674577 -0.15401232416357044 0.1606968295580097 0.35511221089369405 0.004075252213836798 0.3696527225896362 0.7469715019763548 0.04070023639090076 -0.01593216051673126 0.011497927193549157 0.42125435505369996 -0.12377520788564139 0.09975112172218764 1.058057550791636
0.4565250761092864 -1.0018876767841811 0.002140957437156238 0.0038056320045315585 0.0003745579078839216 -0.9984991622780753 -0.004777785917233426 1.0564526203071511 -0.48655460064541883 -0.1667523044514537 0.7290865623646522 -0.17619769264234195 -0.8315022657706331 0.3734593926679772 0.6970746213666043 0.02491198417879502 -0.24161243807035537 -0.8452720991966912 0.16354809514389135 -0.1374899651158317 0.0964612938664668 1.0691417370877767 -0.6585360323508027 0.5222502887274194 0.33832649465398823 0.43363095058644546 -0.20594500450924155 -0.026770811557216088 1.055620212542432 -0.4653122051050757 -0.19843198304780416 0.19284491149961672 0.37850144764399857 0.006134861051191081 0.39481929145741546 0.696668198707589 0.05596538434841508 -0.021217029867059856 0.01737031195767068 0.4669275353023902 -0.15180188691960228 0.13883762432058216 1.0725931395079693
0.4981747186607273 -1.0017791585426394 0.0022741776168458327 0.0035975172394718037 0.00041898455252056057 -0.9987772827916814 -0.005216090016512836 1.0669332147702062 -0.5392829836796615 -0.20393642902334344 0.7996469792997221 -0.23523494305460704 -0.9567124257305823 0.3903063610481545 0.6449254766985762 0.0323598469116085 -0.2929081204494059 -0.8930782621820307 0.19451787158711295 -0.16161828511220902 0.12687720542353198 1.0842146444771483 -0.722625366939358 0.6426626782123508 0.38637087135921216 0.4684232150815973 -0.24516271836357242 -0.03609591923392589 1.0657030332387059 -0.516497509513482 -0.2510840290988757 0.2258889178187352 0.397742866958119 0.008839027918242223 0.4141782312740208 0.6454542779722677 0.07456265027864922 -0.027282791519798795 0.02513353721114914 0.5119298393737147 -0.18211668512792176 0.1875789274424017 1.0887415432412981
0.5383816210801083 -1.0016676610962856 0.0023867001768019215 0.003379256877393159 0.0004638733127256644 -0.999079212818516 -0.005641140012752185 1.0777052972437136 -0.5932913332181521 -0.2451074371218979 0.8682436763255801 -0.31014563933567524 -1.094254154060631 0.4023076048943382 0.5922771987042219 0.04082138616233579 -0.3487412731257553 -0.9310075202283452 0.22675159963070493 -0.1861429424477888 0.16237594939008665 1.1007745871585735 -0.7856804649492385 0.7792556364792108 0.43836766747005235 0.5007995220755029 -0.28650847072825064 -0.04739284225560751 1.0759315828865708 -0.5719270398498314 -0.3128369504599899 0.2591281722379675 0.41293131033241004 0.01226710585556364 0.4269042664045515 0.5947827133192585 0.0967059201477715 -0.03404295865247715 0.03505787353982129 0.5560510186634349 -0.2144062903076142 0.2472080873004634 1.106284492541726
0.5768839050368335 -1.0015552382729815 0.002478095921880955 0.0031541867673815414 0.0005086042257584665 -0.9994030425358391 -0.006050564130644674 1.088506236630187 -0.648663048601141 -0.2900690575125315 0.9340863750446099 -0.40422011264753815 -1.2446188947917123 0.4095547711388873 0.540226859936197 0.05017829303035185 -0.4086372615500102 -0.9586502604413398 0.25959568265049404 -0.2105660413125644 0.2028970373189416 1.1187082292577724 -0.8473265470542012 0.9332645751905705 0.4942714649241177 0.5305702549590916 -0.32953907715480485 -0.06077136389507088 1.0859953486901386 -0.6333689140116546 -0.38434377358288563 0.29181877378029636 0.42429169105650083 0.016471106649969498 0.4322097100457582 0.5462909864786273 0.12248025917556134 -0.041363428784738775 0.0473525648823831 0.5989971837309095 -0.2482475030305827 0.3188187470354177 1.1248224622111764
0.6134567894485424 -1.0014438667145988 0.002548617072918444 0.0029257471180927576 0.0005525132024193532 -0.9997465400743674 -0.006442226918813794 1.0990603410987225 -0.7054901505039078 -0.3385065714307581 0.9963582267306696 -0.5210318981752107 -1.4078209757531843 0.41230870279730175 0.48978060686812025 0.060267022785219226 -0.47200090648453846 -0.9758952759162838 0.29233216214551627 -0.23441819791865065 0.24823516889702452 1.137853092821464 -0.9071992703619851 1.1059982705963263 0.5537817654015653 0.5576119912220557 -0.37383819677059565 -0.07627631235780889 1.0955544905716863 -0.7029385985561856 -0.46601624921150486 0.3232718958188613 0.4322007878914515 0.02147180165251943 0.4294409071947374 0.501645488189404 0.15184271181264522 -0.049080453932557604 0.06215544415234959 0.6404783292072314 -0.28316787699417456 0.4033684790930366 1.1437722917210607
0.6481590848806763 -1.001334582434167 0.0025994413987415464 0.002695696195957573 0.0005952337406565494 -1.0001098258391092 -0.006816834524205493 1.1091641168901438 -0.7642820348286099 -0.3903607200008613 1.0546456122879904 -0.6654211082294073 -1.5845516416116432 0.4109514967692282 0.44146829117022257 0.07096624446030309 -0.5386134203375856 -0.9829491338837009 0.32442683077803064 -0.2574418120497964 0.2984229091472363 1.1581437402777646 -0.9653569438936284 1.3002239620378522 0.6167327688751046 0.5820312563001853 -0.4193604564024597 -0.09400800595647181 1.1043111758424071 -0.783644469289742 -0.5586136606796567 0.35309552348114653 0.43717732778239005 0.02729814794732805 0.41801189186526555 0.4622089306834796 0.18484828945430012 -0.05707001620188129 0.07965164067996261 0.6804934502002619 -0.318917568532284 0.5023649821065685 1.162481421801237
0.6808497204580743 -1.0012289094273645 0.0026316413816947796 0.0024670407750477233 0.000636145176024827 -1.0004908842360232 -0.007172713975843075 1.1185560559295473 -0.8252096487840366 -0.44519076988251327 1.1081246695169336 -0.8419475308159149 -1.7739136108971274 0.40591868289582167 0.3959927566333759 0.08207306728520386 -0.6078118548478398 -0.9800837644491834 0.35510641079783617 -0.27928474504166384 0.35315478682221924 1.1793591804904944 -1.0214872161897008 1.5178978897630817 0.6822394876355947 0.6037993911308337 -0.4658553695638973 -0.11391380571645841 1.1118869870905541 -0.8784669397784423 -0.662090796756615 0.3807922812968398 0.439741979420902 0.03392092004229802 0.3974477990584977 0.4296069887256301 0.22125109412618363 -0.06515563246363906 0.09987749990420824 0.7187831776931997 -0.3550182217117217 0.6167408950233552 1.1799506113252844
0.7115728241048949 -1.001127646889573 0.0026467513659006584 0.0022414994177719846 0.0006748629046586374 -1.0008894187538186 -0.0075099225353854925 1.1270354468379655 -0.8887274056865689 -0.5027206690957389 1.1562194235136445 -1.056306719332948 -1.9751405860592257 0.3976794540832375 0.3536919739472514 0.09342405693385428 -0.6792068617448082 -0.9677476346606525 0.3837156371786429 -0.29975686800142204 0.412324994773069 1.201336491547445 -1.0755423340798327 1.7621603028185229 0.749283590982834 0.6230243420026658 -0.5133559021316848 -0.13596607105560163 1.117923107396572 -0.9911752548679017 -0.7764603325990459 0.4060952115348973 0.4404577190207824 0.041312259716483 0.3673100326929713 0.40526304009172087 0.2608284527026404 -0.07320119819109983 0.12289813667155602 0.7552716949472718 -0.3911521945598848 0.7478389553508672 1.195007937444866
0.7403512159785276 -1.0010315057508443 0.0026463557982883226 0.0020208035670813084 0.0007110030720768935 -1.0013047864421116 -0.00782800661245665 1.1344083367403284 -0.9552295756249428 -0.5625474212470387 1.198259051525831 -1.3145191289706448 -2.18645883510726 0.38671353793041724 0.31482904518189725 0.10484172221480058 -0.7523136322065012 -0.9464909626432388 0.40953564189890035 -0.3186938232591946 0.4757610850879868 1.2238552514538965 -1.127392679814268 2.0362337925531375 0.8162681390922244 0.6397980789737391 -0.5619129832649907 -0.16006218087175744 1.1220278027973045 -1.1258693532061006 -0.9011812283981504 0.4287897336007418 0.4398712048456953 0.04941502088026399 0.3272476696612911 0.3906304892439556 0.3031789397472548 -0.08107117072188563 0.14871474394729117 0.789832278315876 -0.4269606567942529 0.8968444818957807 1.2061708488789717
0.7672825928923995 -1.000940798257102 0.0026320550058094565 0.0018059597077881618 0.0007443120841754355 -1.0017373318981428 -0.008127051130125925 1.1405160898334676 -1.0252611084242138 -0.6243355874130003 1.2336217825071487 -1.6237080445969743 -2.405604245704523 0.3734636828111462 0.27947176511505234 0.11617716564696076 -0.8267967959868007 -0.9169041110004673 0.43187507464170316 -0.3360171095595393 0.5434374681896238 1.2467097631429698 -1.1769934509052578 2.344270915968817 0.8811324531430843 0.6542515151489474 -0.6117471849888395 -0.18609996306042814 1.1237887129900404 -1.2873958828588297 -1.0354440489533805 0.4487850747127543 0.4384979692456846 0.05817014415347654 0.27687801590371436 0.38713488910233546 0.34783451888628897 -0.08866016627166816 0.17735017153807658 0.8224041192246472 -0.46216188658102253 1.0652281397357577 1.2116509417525103
0.7923870574165498 -1.0008559611689862 0.002605461665517285 0.0015984319797513068 0.0007744825179650984 -1.0021860553945434 -0.008405993099851497 1.145201497248888 -1.099137724815424 -0.687488263910123 1.2615250396073088 -1.9904612238591992 -2.6284762182695824 0.35838941385668643 0.24770711633359813 0.12725302175406075 -0.9020750874009766 -0.8797587244062338 0.4499480355600888 -0.351631009834659 0.615124051683889 1.2695854772181148 -1.2241019423866768 2.6897036518462465 0.9408873354048494 0.6664673449945386 -0.6629709270907532 -0.21384052015192093 1.122754762014775 -1.4804964233161424 -1.177340801435361 0.46599099000540095 0.43681587583651166 0.06747265619266646 0.21603714669266835 0.39621355829852906 0.39399774795481113 -0.09585352675082164 0.20870404465916673 0.8528114851773158 -0.4963584077504689 1.2538332485258195 1.2092829326340166
0.8157914799796859 -1.0007769508143045 0.002568055490814909 0.0013986628379314844 0.0008013814152309144 -1.0026516188723493 -0.008664677864333678 1.14835066662746 -1.1774310448491294 -0.7515808945746144 1.2812592819096296 -2.422944200373791 -2.850476783184127 0.3418647818042625 0.21941347926774343 0.13794559652657853 -0.9778453867975582 -0.8358003768693225 0.4630344174785685 -0.36553577028786566 0.6908650703564372 1.292217947017628 -1.268612255306793 3.0773559168423317 0.9919421243513542 0.6765766015499458 -0.7159265568808093 -0.2430915568920596 1.1184407715240525 -1.7109174386700674 -1.3246710804060593 0.480444911770977 0.43524852026579464 0.07723520254211129 0.14441854114608005 0.41929686230294233 0.44082481958244624 -0.10258080395701331 0.24275900831616382 0.880989533210553 -0.5292796826955912 1.4640172803016882 1.1965262597302333
0.8375690229217636 -1.000703801382521 0.0025212769622350584 0.0012073740863477295 0.0008248528443994453 -1.0031336470433811 -0.008902094549048684 1.149859548878042 -1.2605249005989427 -0.8159850916434511 1.2919873971376437 -2.928712670618615 -3.064976405523656 0.32425825451873347 0.19448092841833745 0.14811935940736706 -1.0536314844221655 -0.7859574772396202 0.4703692190249906 -0.37772093584058136 0.770557595492636 1.3142542597442606 -1.310251936043394 3.5113646337340403 1.0296052362734782 0.6846752853508924 -0.7708681967383388 -0.27354568335710683 1.1103193394027777 -1.984261974264374 -1.4739625147824194 0.4921881350939039 0.4341704780221513 0.08733545670883769 0.06190763302885919 0.4577803145850427 0.48711971373879726 -0.10877078963031106 0.2794031070676305 0.906793354510926 -0.5605691564178631 1.6965077619917739 1.1704332345493333
0.8578685049060466 -1.0006362087989662 0.0024662823216782233 0.0010244647871334588 0.0008448565842744944 -1.0036334211080782 -0.009117801536044872 1.1496455782697552 -1.3490748265928172 -0.880235554967567 1.2928189026531842 -3.517268144178755 -3.2643095429281366 0.3058352171869236 0.1726704699764742 0.15768770161710602 -1.129218273476646 -0.7310927980347445 0.47121291021571393 -0.38823490353046936 0.8543956714067565 1.3353788711345105 -1.3488190801558075 3.997437104126698 1.048174465717509 0.6908769293307215 -0.8282628743648118 -0.3049505886623239 1.097775042661259 -2.3073726429567643 -1.621138697910551 0.501332612199827 0.4339018759166181 0.09767399958282894 -0.03186045275931559 0.5131887598209568 0.5315587046954782 -0.11438744990183153 0.31863492979498353 0.9301535833273629 -0.5899639741144761 1.9525991771850726 1.1274983019578186
0.8767401520046071 -1.0005741306665106 0.002404345297520874 0.0008505668925095602 0.0008612808343988937 -1.0041498584547401 -0.009310061542442277 1.1476388886047602 -1.4433055985677594 -0.943505530310791 1.2827434005747071 -4.195426452567554 -3.4378438690292534 0.28690452209867684 0.15381945295808172 0.16653268624441017 -1.2040337987232852 -0.6724435511003107 0.4648327023701253 -0.39708564114027994 0.9422028725819029 1.355135904308154 -1.3838426372352453 4.538978117211393 1.0405485873584979 0.6952521432876028 -0.8883240188124338 -0.3368577648110905 1.080176885168624 -2.6858099926604164 -1.760132754463652 0.5079650297249023 0.4347162986340451 0.10809234769252322 -0.13679014415632895 0.5867785324155246 0.5722803275024085 -0.11937988882578798 0.3602582149174951 0.950874341065106 -0.6170425216252305 2.232085656601273 1.0639094124803132
0.894327858652051 -1.0005171617177055 0.002336336174314541 0.0006853286987551357 0.0008741241202095161 -1.00468424564581 -0.0094778866409811 1.1437769896197452 -1.5438510287185259 -1.0052146843596514 1.2606190104944646 -4.972680640371305 -3.573585485622919 0.2676459508341452 0.1376437515410501 0.174595830236999 -1.2778657246216483 -0.6111222314755228 0.45053086746026194 -0.40433592903567267 1.034226525888279 1.373126740713261 -1.4149370099812584 5.141547207075011 0.9982168479350169 0.697887318795245 -0.9515507157479799 -0.36891970865039314 1.056745532405683 -3.126801261636565 -1.8840725481068756 0.5122263443268699 0.4368427228650894 0.11847160222384903 -0.25321948416593143 0.6800353325013705 0.6072589509958995 -0.12373382770869337 0.40425662723979505 0.9688547747136071 -0.6414988922287166 2.5355954728412646 0.9751074515267165
0.9107098336961432 -1.0004650740198384 0.0022631999338627376 0.0005288796009995367 0.0008833412030442701 -1.005236086268001 -0.009619392782549299 1.1380113535155392 -1.651005156095641 -1.0645111999280883 1.2252000227904676 -5.855668016215872 -3.656435696363173 0.2482643793122417 0.12391012814748222 0.1818036284329504 -1.3502502115209079 -0.5485966670856638 0.427700697772013 -0.4100213087882339 1.1304351786542646 1.3888428989119732 -1.4414949664860186 5.808424811375159 0.9110745278583254 0.6988419593762634 -1.0182423345885927 -0.40063253267329224 1.0266671759376897 -3.6361633119657952 -1.983928464759845 0.5142420959486265 0.4404665812796837 0.12864877562921026 -0.3811093212334443 0.7940927499592384 0.6339197379885647 -0.12742697123499203 0.4504659301118377 0.9839112917865654 -0.6629118636481167 2.8622849043654637 0.8562262889136567
0.9259792597149831 -1.0004175610754256 0.0021857125217463014 0.00038110510992160797 0.0008889113627099757 -1.0058052053946276 -0.00973265198041033 1.1302992387560127 -1.76509947609962 -1.120537993801024 1.1751049667452538 -6.850371273991795 -3.668772157304258 0.22891424246461411 0.11235907678022938 0.18810577748087498 -1.4207853756498714 -0.4864656536855213 0.3958527172665958 -0.4141866710368814 1.230872715409122 1.401749992130037 -1.4628330304133452 6.542461183105785 0.7673237193681275 0.6981698927416845 -1.0887367056750687 -0.4314684819468896 0.9890210352535582 -4.219497494839884 -2.048935946220276 0.5141490807506087 0.4457346539084062 0.13846074346024997 -0.5204593011369565 0.9299358170865337 0.6492824693196761 -0.13044926418365324 0.49874414448794163 0.9958694998274277 -0.6808614311177723 3.210819983603998 0.7018937404606848
0.9402223520505559 -1.00037431844334 0.0021045615911388397 0.00024186142313207585 0.0008908156148121185 -1.0063911053521846 -0.009815494323137457 1.120604391003361 -1.8863804148589296 -1.1723603340191282 1.1088330213865956 -7.9606676489338835 -3.59015660677981 0.20972483336233771 0.10273082343746241 0.19346525605861767 -1.489043999431875 -0.4265369841548645 0.35467632788962805 -0.41687415863994504 1.3355456307219054 1.4112653289137334 -1.478149030845568 7.345011495996338 0.5534443014086433 0.6959149923144454 -1.163329124060699 -0.4608388326035553 0.9427991018461173 -4.881333281400966 -2.06630780824852 0.5120845168409568 0.452756335675371 0.1477325802506129 -0.6711726933071318 1.0882095553500728 0.6498968870278011 -0.132795841585148 0.5489209909926224 1.0045427389850865 -0.6949002546360135 3.5788713737321367 0.5063891873847698
0.9535317857868335 -1.0003350107457145 0.0020202725615697907 0.0001108553958743641 0.0008890323838752563 -1.0069935181322904 -0.009865588484699905 1.1088839968167672 -2.0151229140292934 -1.2190141435296582 1.0246928077226367 -9.188766043140573 -3.3971552395560747 0.19078481516450493 0.09476023046079468 0.1978631182128296 -1.554639003081279 -0.3707731026466939 0.3040527088226281 -0.4181232233183715 1.4445196301926095 1.4167646080219702 -1.4865331264901496 8.21629003985245 0.25392894489548135 0.6921083019393219 -1.2423393107650593 -0.48812129929638026 0.8868540647272393 -5.625362733304066 -2.0211183693023735 0.5081799888212134 0.4616141438973774 0.15628649788074211 -0.8332023702903184 1.2692715482552577 0.6318241134446502 -0.13446762749703559 0.600846706670985 1.009740375682346 -0.7045689274440954 3.963302435119097 0.26352924219211443
